created_at,id,text,mentions,hashtags,screen_name,name,user_location,user_friends_count,user_followers_count,user_tweet_count,lat,lon,place_name
Tue Apr 24 07:10:55 +0000 2018,988676643412758528,"RT @DonovanGoliath: WIN a Samsung #GalaxyS9 + ! All you need to do is write a funny caption for this #ARemoji 

I’ll be posting a different…",[u'DonovanGoliath'],"[u'GalaxyS9', u'ARemoji']",Paige_Germaine,Paige,"Durban, South Africa",1671,511,8705,,,
Tue Apr 24 07:11:05 +0000 2018,988676686362365952,@DonovanGoliath @SamsungMobileSA #GalaxyS9 #ARemoji @DonovanGoliath getting too many notifications right now 😂😂😂,"[u'DonovanGoliath', u'SamsungMobileSA', u'DonovanGoliath']","[u'GalaxyS9', u'ARemoji']",m_s_malick,😎M S Malick😎,,421,52,1755,,,
Tue Apr 24 07:11:35 +0000 2018,988676811126116352,"RT @KatlegoMaboe: The  #GalaxyS9 's low light photo quality is so lit!🔥

#DoWhatYouCant @SamsungMobileSA https://t.co/2Dgx7aAWGx","[u'KatlegoMaboe', u'SamsungMobileSA']","[u'GalaxyS9', u'DoWhatYouCant']",LethuMkhwanazi,Black Stallion,"Pretoria, South Africa",474,717,20409,,,
Tue Apr 24 07:11:36 +0000 2018,988676816515805184,"RT @DonovanGoliath: WIN a Samsung #GalaxyS9 + ! All you need to do is write a funny caption for this #ARemoji 

I’ll be posting a different…",[u'DonovanGoliath'],"[u'GalaxyS9', u'ARemoji']",SelloaneMolahl2,Selloane Molahlehi,Johannesburg S.A,136,34,637,,,
Tue Apr 24 07:11:43 +0000 2018,988676846966460416,"RT @DonovanGoliath: WIN a Samsung #GalaxyS9 + ! All you need to do is write a funny caption for this #ARemoji 

I’ll be posting a different…",[u'DonovanGoliath'],"[u'GalaxyS9', u'ARemoji']",mombaking,Michele,Johannesburg South Africa,674,1065,353,,,
Tue Apr 24 07:11:56 +0000 2018,988676902528352256,"@DonovanGoliath @SamsungMobileSA When you see you crush about to eat a piece of Compromise(d) polony 
#GalaxyS9 #ARemoji #GetAGalaxyS9","[u'DonovanGoliath', u'SamsungMobileSA']","[u'GalaxyS9', u'ARemoji', u'GetAGalaxyS9']",uMandlakazi,uMandlakazi,"Midrand, Gauteng",1676,1690,75506,,,"Midrand, South Africa"
Tue Apr 24 07:12:37 +0000 2018,988677071173046272,"RT @TechlineHD: Samsung Galaxy S9+ giveaway! There is still plenty of time to enter:

https://t.co/NssV7ogKix

#samsung #galaxy #withGalaxy…",[u'TechlineHD'],"[u'samsung', u'galaxy', u'withGalaxy']",Dhyani1811,Rohit Dhyani,"Delhi, India",3440,13304,415052,,,
Tue Apr 24 07:13:18 +0000 2018,988677245232435200,@DonovanGoliath @SamsungMobileSA When you thought Load Shedding was over but Mama gave you a signal #ARemoji #GalaxyS9 😂🤣,"[u'DonovanGoliath', u'SamsungMobileSA']","[u'ARemoji', u'GalaxyS9']",ntukzela,Ntuki Mashile,,1229,605,5697,,,
Tue Apr 24 07:13:47 +0000 2018,988677367123120129,@DonovanGoliath @SamsungMobileSA The face you put when you see someone touching Palony at the Super market. #ARemoji #GalaxyS9 #GetAGalaxyS9,"[u'DonovanGoliath', u'SamsungMobileSA']","[u'ARemoji', u'GalaxyS9', u'GetAGalaxyS9']",DWELLAS,Ignatious Makoaela,Kroonstad/Johannesburg/Soweto,1093,1488,56434,,,
Tue Apr 24 07:13:56 +0000 2018,988677405878423552,"RT @DonovanGoliath: WIN a Samsung #GalaxyS9 + ! All you need to do is write a funny caption for this #ARemoji 

I’ll be posting a different…",[u'DonovanGoliath'],"[u'GalaxyS9', u'ARemoji']",DWELLAS,Ignatious Makoaela,Kroonstad/Johannesburg/Soweto,1093,1488,56435,,,
Tue Apr 24 07:15:34 +0000 2018,988677816148549632,"RT @TechlineHD: Samsung Galaxy S9+ giveaway! There is still plenty of time to enter:

https://t.co/NssV7ogKix

#samsung #galaxy #withGalaxy…",[u'TechlineHD'],"[u'samsung', u'galaxy', u'withGalaxy']",IamMohitSK,mohit shanker,Internet,96,47,6318,,,
Tue Apr 24 07:15:38 +0000 2018,988677830111309824,"Aaaaaaaarhh,water and electricity really don't mix https://t.co/h8zT8cYAiy",,,ShaunleeCramm,the real deal,western cape,531,61,133,,,
Tue Apr 24 07:15:49 +0000 2018,988677876752011264,@DonovanGoliath @Dj_Realman @SamsungMobileSA #GalaxyS9 #ARemoji  #GetAGalaxyS9 you busy woooooooow wooooooooow  to… https://t.co/ELFJRjl2gu,"[u'DonovanGoliath', u'Dj_Realman', u'SamsungMobileSA']","[u'GalaxyS9', u'ARemoji', u'GetAGalaxyS9']",Kidiously,Khethiwe dladla,,710,267,3248,,,
Tue Apr 24 07:16:00 +0000 2018,988677923774304256,RT @kaymoworldwide: @DonovanGoliath @SamsungMobileSA Walking alone with a #GalaxyS9 and you spot guys wearing UZZI coming to your direction…,"[u'kaymoworldwide', u'DonovanGoliath', u'SamsungMobileSA']",[u'GalaxyS9'],IamBonkosi_SA,iNdod' Ayshisi,check Web Kit for Promo⤵️,16148,17605,19531,,,
Tue Apr 24 07:16:03 +0000 2018,988677938601250816,"RT @DonovanGoliath: WIN a Samsung #GalaxyS9 + ! All you need to do is write a funny caption for this #ARemoji 

I’ll be posting a different…",[u'DonovanGoliath'],"[u'GalaxyS9', u'ARemoji']",Theosambry,just follow back 👅♥,"Roodepoort, South Africa",5003,1520,2170,,,
Tue Apr 24 07:16:12 +0000 2018,988677975196471296,@DonovanGoliath @SamsungMobileSA Hold up you mean I get Windows #GalaxyS9 +,"[u'DonovanGoliath', u'SamsungMobileSA']",[u'GalaxyS9'],blunttalk2,Johanna,Heaven,524,171,2063,,,
Tue Apr 24 07:16:23 +0000 2018,988678019429494784,"RT @DonovanGoliath: Testing super slo-mo on Samsung #GalaxyS9 👌🏽

@SamsungMobileSA https://t.co/oQowjI2S22","[u'DonovanGoliath', u'SamsungMobileSA']",[u'GalaxyS9'],makoalal,Laura kholofelo,,717,457,19227,,,
Tue Apr 24 07:16:34 +0000 2018,988678065671868416,"@DonovanGoliath @SamsungMobileSA No thank you, mama already sent me the signal #ARemoji #GalaxyS9 #GetAGalaxyS9","[u'DonovanGoliath', u'SamsungMobileSA']","[u'ARemoji', u'GalaxyS9', u'GetAGalaxyS9']",LEE_FLAV,RT & LIKE PINNED TWEET,So Where To,5001,3922,28111,,,
Tue Apr 24 07:16:51 +0000 2018,988678137620975617,@DonovanGoliath @SamsungMobileSA That moment when you find out someone else won the #galaxyS9😢😢😢😢😢,"[u'DonovanGoliath', u'SamsungMobileSA']",[u'galaxyS9'],Kenethkinglutha,Kenneth King Luther,South Africa Johanessburg,220,87,218,,,
Tue Apr 24 07:17:22 +0000 2018,988678267090751488,"RT @DonovanGoliath: WIN a Samsung #GalaxyS9 + ! All you need to do is write a funny caption for this #ARemoji 

I’ll be posting a different…",[u'DonovanGoliath'],"[u'GalaxyS9', u'ARemoji']",ronel1218,ronel,,1071,789,28263,,,
Tue Apr 24 07:17:27 +0000 2018,988678289240854528,@DonovanGoliath @SamsungMobileSA When they Offer Polony #GalaxyS9 #ARemoji #GetAGalaxyS9,"[u'DonovanGoliath', u'SamsungMobileSA']","[u'GalaxyS9', u'ARemoji', u'GetAGalaxyS9']",IamBonkosi_SA,iNdod' Ayshisi,check Web Kit for Promo⤵️,16148,17605,19532,,,
Tue Apr 24 07:18:09 +0000 2018,988678466408239105,When my relatives offers me money and I pretend like i can't take it at first. https://t.co/WVOrO6wNHu,,,iChazzyy,Super Duper Chaz.,end of the rainbow.,246,98,381,,,
Tue Apr 24 07:18:30 +0000 2018,988678553440018432,"@DonovanGoliath @SamsungMobileSA Stop or my Mom will shot #GalaxyS9+  #ARemoji 
@SamsungMobileSA #GetAGalaxyS9 https://t.co/VKZ4qYvwB4","[u'DonovanGoliath', u'SamsungMobileSA', u'SamsungMobileSA']","[u'GalaxyS9', u'ARemoji', u'GetAGalaxyS9']",NyanisoM_,ESO,South Africa,151,45,841,,,
Tue Apr 24 07:18:38 +0000 2018,988678585941745664,"RT @DonovanGoliath: WIN a Samsung #GalaxyS9 + ! All you need to do is write a funny caption for this #ARemoji 

I’ll be posting a different…",[u'DonovanGoliath'],"[u'GalaxyS9', u'ARemoji']",Kha2_thechozen1,Khathu Ramovha,"Johannesburg, South Africa",154,43,507,,,
Tue Apr 24 07:19:05 +0000 2018,988678699347316737,RT @kaymoworldwide: @DonovanGoliath @SamsungMobileSA Walking alone with a #GalaxyS9 and you spot guys wearing UZZI coming to your direction…,"[u'kaymoworldwide', u'DonovanGoliath', u'SamsungMobileSA']",[u'GalaxyS9'],chris_ntokozo,ChampagnePapi 🍾,worldwide ,13130,13166,9684,,,
Tue Apr 24 07:19:27 +0000 2018,988678793035501568,@DonovanGoliath @SamsungMobileSA Got so emotional when I found out my uncle been eating all the polony in the fridg… https://t.co/K5eE6awv7i,"[u'DonovanGoliath', u'SamsungMobileSA']",,LEE_FLAV,RT & LIKE PINNED TWEET,So Where To,5001,3922,28112,,,
Tue Apr 24 07:20:02 +0000 2018,988678938422661121,@DonovanGoliath @SamsungMobileSA When you have to study but you know you want to win the #GalaxyS9 and can't resist… https://t.co/D9a5bdlwMA,"[u'DonovanGoliath', u'SamsungMobileSA']",[u'GalaxyS9'],m_s_malick,😎M S Malick😎,,421,52,1758,,,
Tue Apr 24 07:20:24 +0000 2018,988679031188086784,"Samsung Galaxy S9+ giveaway! There is still plenty of time to enter:

https://t.co/mQlCU133B4

#samsung #galaxy… https://t.co/EXdgR1FLPW",,"[u'samsung', u'galaxy']",TechlineHD,Linus,United Kingdom,280,2302,3429,,,
Tue Apr 24 07:21:05 +0000 2018,988679204152774658,@DonovanGoliath @SamsungMobileSA When your ex texts you on your #GalaxyS9 &amp; says I Miss us #AREmoji  #GetAGalaxyS9,"[u'DonovanGoliath', u'SamsungMobileSA']","[u'GalaxyS9', u'AREmoji', u'GetAGalaxyS9']",IamBonkosi_SA,iNdod' Ayshisi,check Web Kit for Promo⤵️,16148,17605,19534,,,
Tue Apr 24 07:22:03 +0000 2018,988679447997042688,@DonovanGoliath @SamsungMobileSA Stop!!!! Don't kill my vibe!!! #GalaxyS9 #AREmoji #GetAGalaxyS9,"[u'DonovanGoliath', u'SamsungMobileSA']","[u'GalaxyS9', u'AREmoji', u'GetAGalaxyS9']",ddt_golf25,danian timm,South Africa,3021,684,14364,,,
Tue Apr 24 07:22:36 +0000 2018,988679585222025216,When you purchase airtime and the cashier asks if u want a plastic ??? TF #ARemoji #GalaxyS9+ @DonovanGoliath https://t.co/VDLTwZlwH3,[u'DonovanGoliath'],"[u'ARemoji', u'GalaxyS9']",MasumpaAndile,Andile masumpa,South Africa,856,317,1279,,,
Tue Apr 24 07:22:45 +0000 2018,988679622069030913,RT @IamBonkosi_SA: @DonovanGoliath @SamsungMobileSA When your ex texts you on your #GalaxyS9 &amp; says I Miss us #AREmoji  #GetAGalaxyS9,"[u'IamBonkosi_SA', u'DonovanGoliath', u'SamsungMobileSA']","[u'GalaxyS9', u'AREmoji', u'GetAGalaxyS9']",chris_ntokozo,ChampagnePapi 🍾,worldwide ,13130,13166,9685,,,
Tue Apr 24 07:22:54 +0000 2018,988679659146633216,Sick air tricks!! Love these! 🤙 https://t.co/Ad7nz68pXC,,,SamsungMobileSA,Samsung Mobile SA,"Johannesburg, South Africa",1202,669804,26168,,,
Tue Apr 24 07:23:04 +0000 2018,988679700611567617,"RT @DonovanGoliath: WIN a Samsung #GalaxyS9 + ! All you need to do is write a funny caption for this #ARemoji 

I’ll be posting a different…",[u'DonovanGoliath'],"[u'GalaxyS9', u'ARemoji']",Shalona_Reddy,◄sholz►,South Africa,725,655,13015,,,
Tue Apr 24 07:23:10 +0000 2018,988679729615196160,@DonovanGoliath @SamsungMobileSA When that hot chick speaks to you and she has dragon breath. #GetGalaxyS9 #GalaxyS9 #ARemoji,"[u'DonovanGoliath', u'SamsungMobileSA']","[u'GetGalaxyS9', u'GalaxyS9', u'ARemoji']",llwllnjohnson,Finding Meme-O,"Cape Town, South Africa",618,191,4351,,,
Tue Apr 24 07:23:17 +0000 2018,988679758304235520,Samsung verschenkt 256-GB-microSD bei Kauf eines Galaxy S9 oder S9+ #Samsung #GalaxyS9 #GalaxyS9Plus #microSD… https://t.co/H1RrFwxNVa,,"[u'Samsung', u'GalaxyS9', u'GalaxyS9Plus', u'microSD']",RonMatta,Ronald Matta,Germany,2303,2714,18848,,,
Tue Apr 24 07:23:40 +0000 2018,988679854622158850,@DonovanGoliath @SamsungMobileSA When you ask her what she wants to eat and she actually tells you exactly what she… https://t.co/LQkJkYcIWE,"[u'DonovanGoliath', u'SamsungMobileSA']",,denz00slaaf,Luffy D. Lewis,cape town,522,154,1188,,,
Tue Apr 24 07:24:01 +0000 2018,988679941158993920,"RT @DonovanGoliath: WIN a Samsung #GalaxyS9 + ! All you need to do is write a funny caption for this #ARemoji 

I’ll be posting a different…",[u'DonovanGoliath'],"[u'GalaxyS9', u'ARemoji']",ddt_golf25,danian timm,South Africa,3021,684,14365,,,
Tue Apr 24 07:24:11 +0000 2018,988679983483809792,"@DonovanGoliath @SamsungMobileSA Stop whatever you're doing and pay attention to @DonovanGoliath, your luck depends… https://t.co/7XSNJJKGZ6","[u'DonovanGoliath', u'SamsungMobileSA', u'DonovanGoliath']",,NyanisoM_,ESO,South Africa,151,45,842,,,
Tue Apr 24 07:25:02 +0000 2018,988680199092031488,@DonovanGoliath @SamsungMobileSA Stop please!!!! Don't kill my vibe!!!! #GalaxyS9 #AREmoji #GetAGalaxyS9,"[u'DonovanGoliath', u'SamsungMobileSA']","[u'GalaxyS9', u'AREmoji', u'GetAGalaxyS9']",ddt_golf25,danian timm,South Africa,3021,684,14365,,,
Tue Apr 24 07:25:21 +0000 2018,988680278620155905,@DonovanGoliath @SamsungMobileSA #GalaxyS9 #ARemoji when you see her get into an uber after buying drinks for her all night her .,"[u'DonovanGoliath', u'SamsungMobileSA']","[u'GalaxyS9', u'ARemoji']",maVee_Vincent,Vincent Tlowana,Kempton Park,1242,535,3530,,,
Tue Apr 24 07:25:28 +0000 2018,988680305484722176,@DonovanGoliath @SamsungMobileSA 😂Home affairs staff when they see Gigaba walks in🙈🙊😱 #ARemoji #GetAGalaxyS9 #GalaxyS9,"[u'DonovanGoliath', u'SamsungMobileSA']","[u'ARemoji', u'GetAGalaxyS9', u'GalaxyS9']",syd_mtungwa,NHLANHLA,EKURHULENI-GP e👍 via K1,908,337,5243,,,
Tue Apr 24 07:26:05 +0000 2018,988680461965766657,RT @IamBonkosi_SA: @DonovanGoliath @SamsungMobileSA When your ex texts you on your #GalaxyS9 &amp; says I Miss us #AREmoji  #GetAGalaxyS9,"[u'IamBonkosi_SA', u'DonovanGoliath', u'SamsungMobileSA']","[u'GalaxyS9', u'AREmoji', u'GetAGalaxyS9']",IamBonkosi_SA,iNdod' Ayshisi,check Web Kit for Promo⤵️,16148,17605,19538,,,
Tue Apr 24 07:26:05 +0000 2018,988680461223432192,"@DonovanGoliath @SamsungMobileSA @SamsungMobileSA  #galaxyS9 
#ARemoj 
Aweh... There's   a  Goliath on my stoep!!!","[u'DonovanGoliath', u'SamsungMobileSA', u'SamsungMobileSA']","[u'galaxyS9', u'ARemoj']",HaroonOosman,Haroon Oosman,"Pretoria, South Africa",107,22,139,,,
Tue Apr 24 07:26:27 +0000 2018,988680552927645697,@DonovanGoliath @SamsungMobileSA When you realise the Kaizer Chiefs fans are better strikers than the whole team.… https://t.co/KzKyvbTcjY,"[u'DonovanGoliath', u'SamsungMobileSA']",,llwllnjohnson,Finding Meme-O,"Cape Town, South Africa",618,191,4352,,,
Tue Apr 24 07:27:02 +0000 2018,988680701284364288,@DonovanGoliath @SamsungMobileSA When you went home from University for a recess and your Mom start telling her fri… https://t.co/0MKCnJAiPA,"[u'DonovanGoliath', u'SamsungMobileSA']",,Ouler_chaga,Kemetic Chaga✊,Port elizibeth,334,41,312,,,
Tue Apr 24 07:27:34 +0000 2018,988680834268979200,Phone of the Day - This Pristine Samsung Galaxy S9 Plus 128GB on EE - £779.99. Save money by trading in your old ph… https://t.co/TJVNkZJObc,,,GAMEBluewater,GAME Bluewater,"Bluewater, Kent",824,1305,7779,,,
Tue Apr 24 07:27:59 +0000 2018,988680940032610304,RT @kaymoworldwide: @DonovanGoliath @SamsungMobileSA Walking alone with a #GalaxyS9 and you spot guys wearing UZZI coming to your direction…,"[u'kaymoworldwide', u'DonovanGoliath', u'SamsungMobileSA']",[u'GalaxyS9'],a4wodwa_sa,Awodwa Rigala,South Africa,39246,48779,39400,,,
Tue Apr 24 07:28:11 +0000 2018,988680988585877504,RT @SamsungMobileSA: Sick air tricks!! Love these! 🤙 https://t.co/Ad7nz68pXC,[u'SamsungMobileSA'],,knaidoo8,Karen naidoo,Pinetown,412,205,1719,,,
Tue Apr 24 07:28:17 +0000 2018,988681015349608449,The Samsung Galaxy S9 is amazing. Here is just a hint of what it's Csmera can do. #GalaxyS9 @SamsungMobile @Samsung https://t.co/gMckIhC2m2,"[u'SamsungMobile', u'Samsung']",[u'GalaxyS9'],stefanhoggan,Stefan Hoggan,"Fife, Scotland",380,1093,17358,,,
Tue Apr 24 07:28:29 +0000 2018,988681067652579328,@DonovanGoliath @SamsungMobileSA Busy cracking his mind #ARemoji #GalaxyS9 #GetAGalaxyS9,"[u'DonovanGoliath', u'SamsungMobileSA']","[u'ARemoji', u'GalaxyS9', u'GetAGalaxyS9']",Yonelaretse,Yonelaretse,King Williams Town,563,606,6181,,,
Tue Apr 24 07:28:51 +0000 2018,988681156488056832,RT @IamBonkosi_SA: @DonovanGoliath @SamsungMobileSA When they Offer Polony #GalaxyS9 #ARemoji #GetAGalaxyS9,"[u'IamBonkosi_SA', u'DonovanGoliath', u'SamsungMobileSA']","[u'GalaxyS9', u'ARemoji', u'GetAGalaxyS9']",a4wodwa_sa,Awodwa Rigala,South Africa,39246,48779,39402,,,
Tue Apr 24 07:29:18 +0000 2018,988681272489922560,RT @TheCapeTownGuy: BMX Tricks in Slow Motion - Filmed on the Galaxy S9 (1080P @ 240fps) #GalaxyS9 #DoWhatYouCant #CapeTown @SamsungMobileS…,[u'TheCapeTownGuy'],"[u'GalaxyS9', u'DoWhatYouCant', u'CapeTown']",BraLess4u,Less,,330,123,576,,,
Tue Apr 24 07:29:57 +0000 2018,988681435593789441,"@DonovanGoliath @SamsungMobileSA Ahhhhhhh Talk to my hand my face still busy 
#ARemoji #SamsungMobileSA #GalaxyS9","[u'DonovanGoliath', u'SamsungMobileSA']","[u'ARemoji', u'SamsungMobileSA', u'GalaxyS9']",kingM_Blaze,Come To Me ft DJ Nas,JHB S | PTA | TEMBISA,541,98,983,,,
Tue Apr 24 07:30:00 +0000 2018,988681448407425024,@DonovanGoliath @SamsungMobileSA When i wont want to talk to my friends. Buzz of ✋ #GalaxyS9 #GetAGalaxyS9,"[u'DonovanGoliath', u'SamsungMobileSA']","[u'GalaxyS9', u'GetAGalaxyS9']",TheRealLady5,👑 Princess 👑,"Johannesburg, South Africa",842,250,3939,,,
Tue Apr 24 07:30:02 +0000 2018,988681455327940610,"RT @DonovanGoliath: WIN a Samsung #GalaxyS9 + ! All you need to do is write a funny caption for this #ARemoji 

I’ll be posting a different…",[u'DonovanGoliath'],"[u'GalaxyS9', u'ARemoji']",PortiaThipe,Bonolo♥ ♥ ♥,Welkom,296,267,1889,,,
Tue Apr 24 07:30:04 +0000 2018,988681463326564352,RT @IamBonkosi_SA: @DonovanGoliath @SamsungMobileSA When they Offer Polony #GalaxyS9 #ARemoji #GetAGalaxyS9,"[u'IamBonkosi_SA', u'DonovanGoliath', u'SamsungMobileSA']","[u'GalaxyS9', u'ARemoji', u'GetAGalaxyS9']",Just_Enno,GAYm On GP🇿🇦🇿🇦,"Johannesburg, South Africa",1504,1906,30759,,,
Tue Apr 24 07:30:12 +0000 2018,988681495631089664,"RT @DonovanGoliath: WIN a Samsung #GalaxyS9 + ! All you need to do is write a funny caption for this #ARemoji 

I’ll be posting a different…",[u'DonovanGoliath'],"[u'GalaxyS9', u'ARemoji']",kingM_Blaze,Come To Me ft DJ Nas,JHB S | PTA | TEMBISA,541,98,984,,,
Tue Apr 24 07:30:15 +0000 2018,988681511116427264,"@DonovanGoliath @SamsungMobileSA That moment you check your lotto results and we’re like 6, 18, 23, 30, 38, 44, 48,… https://t.co/pdymOlzeuE","[u'DonovanGoliath', u'SamsungMobileSA']",,katlegoMashoane,RT My Pinned tweet 🙏🏼,"Brits,South Africa",4285,2323,2293,,,
Tue Apr 24 07:30:45 +0000 2018,988681637654355969,@DonovanGoliath @SamsungMobileSA #GalaxyS9 #ARemoji #GetAGalaxyS9 #CaptionThisWithDonovanGoliath #Day2Emoji When yo… https://t.co/2w3usYcuOc,"[u'DonovanGoliath', u'SamsungMobileSA']","[u'GalaxyS9', u'ARemoji', u'GetAGalaxyS9', u'CaptionThisWithDonovanGoliath', u'Day2Emoji']",NishyWezSyd,Nishen,"Durban, South Africa",2085,740,4168,,,
Tue Apr 24 07:30:57 +0000 2018,988681685368795137,@DonovanGoliath @SamsungMobileSA When i dont want to talk to my friends. Buzz of ✋ #GalaxyS9 #GetAGalaxyS9,"[u'DonovanGoliath', u'SamsungMobileSA']","[u'GalaxyS9', u'GetAGalaxyS9']",TheRealLady5,👑 Princess 👑,"Johannesburg, South Africa",842,250,3939,,,
Tue Apr 24 07:31:54 +0000 2018,988681924469288960,@DonovanGoliath @SamsungMobileSA Talk to the hand ✋ #GalaxyS9 #GetAGalaxyS9,"[u'DonovanGoliath', u'SamsungMobileSA']","[u'GalaxyS9', u'GetAGalaxyS9']",TheRealLady5,👑 Princess 👑,"Johannesburg, South Africa",842,250,3940,,,
Tue Apr 24 07:33:16 +0000 2018,988682268427325440,@DonovanGoliath @SamsungMobileSA Stop! I'm not crazy my mother had me tested long time ago. #GetAGalaxyS9 #ARemoji #GalaxyS9,"[u'DonovanGoliath', u'SamsungMobileSA']","[u'GetAGalaxyS9', u'ARemoji', u'GalaxyS9']",Paige_Germaine,Paige,"Durban, South Africa",1671,511,8705,,,
Tue Apr 24 07:33:54 +0000 2018,988682427517239296,RT @TheCapeTownGuy: BMX Tricks in Slow Motion - Filmed on the Galaxy S9 (1080P @ 240fps) #GalaxyS9 #DoWhatYouCant #CapeTown @SamsungMobileS…,[u'TheCapeTownGuy'],"[u'GalaxyS9', u'DoWhatYouCant', u'CapeTown']",Blaq_Natty,🔥Blaq❤Natty🔥,Africa,698,163,2025,,,
Tue Apr 24 07:34:04 +0000 2018,988682471767097344,"Bigger is always better! Get the Samsung Galaxy S9 and S9 Plus at #Limton! For details contact us at 9830111191, 03… https://t.co/LX3yFFKcpl",,[u'Limton'],Limtonpvtltd,Limton Pvt Ltd,Kolkata,100,5,115,,,
Tue Apr 24 07:34:11 +0000 2018,988682502024941568,@DonovanGoliath @SamsungMobileSA When you show someone a picture on your phone and they swipe left! 😂#ARemoji  #GetAGalaxyS9 #GalaxyS9,"[u'DonovanGoliath', u'SamsungMobileSA']","[u'ARemoji', u'GetAGalaxyS9', u'GalaxyS9']",jeromemunsami,JT,"Durban, South Africa",132,70,1792,,,
Tue Apr 24 07:34:25 +0000 2018,988682556680830976,RT @SamsungFR: Vous êtes à un clic de rencontrer vos meilleurs alliés bien-être  🎧 🎼 #GalaxyS9 x #GearIconX https://t.co/pczuwbsHvx https:/…,[u'SamsungFR'],"[u'GalaxyS9', u'GearIconX']",alexlitalien59,Alextraterreste  59👅,Dans Le Nord ou il caille😁,116,11,98,,,
Tue Apr 24 07:34:37 +0000 2018,988682610669912065,"RT @DonovanGoliath: WIN a Samsung #GalaxyS9 + ! All you need to do is write a funny caption for this #ARemoji 

I’ll be posting a different…",[u'DonovanGoliath'],"[u'GalaxyS9', u'ARemoji']",BrandonPierre16,Brandon,CapeTown,1682,392,18964,,,
Tue Apr 24 07:34:55 +0000 2018,988682685043355648,@DonovanGoliath @SamsungMobileSA Stop! Texting me in the middle of texting you. Now I have to change my Text.… https://t.co/CLsVZY9fRM,"[u'DonovanGoliath', u'SamsungMobileSA']",,Paige_Germaine,Paige,"Durban, South Africa",1671,511,8706,,,
Tue Apr 24 07:35:12 +0000 2018,988682756615016448,@DonovanGoliath @SamsungMobileSA When friday comes and you see me winning 😌 #GalaxyS9 😂,"[u'DonovanGoliath', u'SamsungMobileSA']",[u'GalaxyS9'],katlegoMashoane,RT My Pinned tweet 🙏🏼,"Brits,South Africa",4285,2323,2294,,,South Africa
Tue Apr 24 07:36:03 +0000 2018,988682969916366849,"Ich liebe Essen, darum würde ich diese @Samsung_CH Super Slow Mo Challenge mit mit Bravour bestehen.… https://t.co/l8nDHEYK7n",[u'Samsung_CH'],,DieLemurengang,Die Lemurenkönigin,Render Ranch,400,231,840,,,"Zurich, Switzerland"
Tue Apr 24 07:36:18 +0000 2018,988683033816522752,"RT @katlegoMashoane: @DonovanGoliath @SamsungMobileSA That moment you check your lotto results and we’re like 6, 18, 23, 30, 38, 44, 48,…","[u'katlegoMashoane', u'DonovanGoliath', u'SamsungMobileSA']",,katlegoMashoane,RT My Pinned tweet 🙏🏼,"Brits,South Africa",4285,2324,2296,,,
Tue Apr 24 07:36:20 +0000 2018,988683039717785600,"#samsung #galaxys9plus
Samsung Galaxy S9+ Unlocked Smartphone - Midnight Black - US Warranty
https://t.co/1fs6nF5IFl",,"[u'samsung', u'galaxys9plus']",ShopAroundEarth,Shop Around Earth,Republic of the Philippines,31,6,2825,,,
Tue Apr 24 07:36:25 +0000 2018,988683063520526336,RT @katlegoMashoane: @DonovanGoliath @SamsungMobileSA When friday comes and you see me winning 😌 #GalaxyS9 😂,"[u'katlegoMashoane', u'DonovanGoliath', u'SamsungMobileSA']",[u'GalaxyS9'],katlegoMashoane,RT My Pinned tweet 🙏🏼,"Brits,South Africa",4285,2324,2297,,,
Tue Apr 24 07:36:26 +0000 2018,988683065483497472,"Galaxy S9
Dope?

Follow @lovmecase to see more
.
.
.
.
#samsung #galaxy #samsunggalaxy #galaxys9 #galaxys9plus… https://t.co/lsi9jozTl2",[u'lovmecase'],"[u'samsung', u'galaxy', u'samsunggalaxy', u'galaxys9', u'galaxys9plus']",lovmecase,lovmecase,,8,7,265,,,
Tue Apr 24 07:36:30 +0000 2018,988683081006665728,@DonovanGoliath @SamsungMobileSA #GalaxyS9 #ARemoji #GetAGalaxyS9 #CaptionThisWithDonovanGoliath #Day2Emoji The fac… https://t.co/rvRaf4Rlc7,"[u'DonovanGoliath', u'SamsungMobileSA']","[u'GalaxyS9', u'ARemoji', u'GetAGalaxyS9', u'CaptionThisWithDonovanGoliath', u'Day2Emoji']",NishyWezSyd,Nishen,"Durban, South Africa",2085,740,4169,,,
Tue Apr 24 07:36:32 +0000 2018,988683091051872256,"RT @ShopAroundEarth: #samsung #galaxys9plus
Samsung Galaxy S9+ Unlocked Smartphone - Midnight Black - US Warranty
https://t.co/1fs6nF5IFl",[u'ShopAroundEarth'],"[u'samsung', u'galaxys9plus']",ShopAroundEarth,Shop Around Earth,Republic of the Philippines,31,6,2826,,,
Tue Apr 24 07:36:53 +0000 2018,988683178998149120,Trying to push the pro mode/dual aperture of my #GalaxyS9 camera! SPLASH!!! #WithGalaxy… https://t.co/JhmOFJJEVQ,,"[u'GalaxyS9', u'WithGalaxy']",skinnymonkeyy,renaldiahmad,"Jakarta Selatan, DKI Jakarta",706,4509,61355,-8.7390593,115.610929,"Nusapenida, Indonesia"
